City,Cloudiness,Humidity,Latitude,Longitude,Temperature,Wind Speed
nanma,0,40,35.7,113.14,77.22,4.61
yinchuan,0,28,38.48,106.21,78.07,17.69
dwarka,20,41,28.58,77.04,77.0,3.36
alice,1,73,27.75,-98.07,76.1,11.41
kuusamo,0,86,65.96,29.19,26.6,2.24
doba,0,72,8.66,16.85,73.71,5.17
gizo,75,88,31.8,34.94,66.2,8.05
terrace bay,0,90,48.78,-87.1,34.15,17.02
dudinka,80,89,69.41,86.18,12.82,23.73
kharitonovo,0,73,61.4,47.5,27.49,3.6
sciacca,40,87,37.51,13.08,57.2,2.24
beringovskiy,92,98,63.05,179.32,32.44,15.35
husavik,32,55,50.56,-96.99,35.55,2.93
ellisras,0,80,-23.67,27.74,61.56,1.25
luang prabang,90,94,19.89,102.14,69.8,2.24
ondjiva,32,84,-17.07,15.73,61.24,2.93
ayan,48,91,40.67,33.6,40.77,2.15
krasnovishersk,64,86,60.4,57.08,28.89,7.96
catia la mar,75,78,10.6,-67.03,78.8,20.6
kiruna,24,80,67.86,20.23,33.8,9.17
bulgan,8,45,48.81,103.53,59.89,3.83
road town,75,83,18.42,-64.62,80.6,8.05
genhe,0,54,50.78,121.52,51.84,9.75
shumskiy,76,50,54.83,99.13,29.29,1.36
dhanera,44,30,24.51,72.02,84.64,4.27
cotonou,40,88,6.37,2.43,82.4,10.29
grand-lahou,20,86,5.24,-5.0,78.3,5.5
viedma,0,48,-40.81,-62.99,55.3,10.76
suntar,68,51,62.16,117.65,33.7,13.11
lavrentiya,0,100,65.58,-170.99,30.69,25.52
katangli,0,74,51.71,143.23,38.47,0.92
kudahuvadhoo,100,100,2.67,72.89,80.1,3.15
jasper,88,68,33.83,-87.28,70.48,5.82
pueblo,1,12,38.25,-104.61,52.45,6.93
espanola,32,71,46.27,-81.77,31.72,8.3
pangai,75,78,-19.8,-174.35,80.6,17.22
rijeka,0,48,45.33,14.44,59.83,8.05
baykit,12,67,61.68,96.39,9.27,8.3
csurgo,0,87,46.25,17.1,47.79,2.71
sabzevar,0,87,36.21,57.68,33.57,4.61
sao miguel do araguaia,80,76,-13.28,-50.16,74.7,3.71
azare,76,78,11.67,10.19,74.74,8.19
mandera,68,96,3.94,41.86,70.65,2.15
matagami,32,94,9.67,8.4,69.39,3.71
banjarmasin,20,87,-3.32,114.59,85.86,3.15
harare,64,98,-17.83,31.05,55.39,3.38
floro,100,76,61.6,5.03,51.8,13.87
port-cartier,90,94,50.03,-66.88,32.0,4.7
ciudad bolivar,56,63,8.12,-63.55,82.39,13.44
berlevag,80,100,70.86,29.09,28.8,11.65
nohar,0,32,29.18,74.77,85.09,4.38
san cristobal,75,76,-0.39,-78.55,55.4,16.11
arlit,0,21,18.74,7.39,63.85,2.82
cody,1,31,44.53,-109.06,48.2,13.87
mongui,12,79,11.23,-72.82,79.2,9.31
basco,75,74,40.33,-91.2,34.9,11.41
camacupa,8,85,-12.02,17.48,63.45,3.71
la orilla,0,97,18.0,-102.23,74.43,3.71
phan thiet,32,79,10.93,108.1,85.05,11.43
gravdal,92,93,59.79,5.78,48.2,8.05
hovd,75,93,63.83,10.7,43.75,6.93
bandarbeyla,64,100,9.49,50.81,82.75,7.4
ibra,0,56,22.69,58.55,69.34,1.92
nagato,0,87,34.35,131.14,60.28,3.36
emporia,1,45,38.4,-96.18,48.2,20.8
xining,56,36,36.62,101.77,60.25,8.75
florianopolis,20,88,-27.6,-48.55,71.6,6.93
hongjiang,44,65,27.21,109.83,75.15,5.73
lola,88,97,7.8,-8.53,70.42,7.63
morbegno,0,86,46.13,9.57,48.38,1.12
sola,20,93,58.89,5.65,48.99,6.93
codrington,32,78,-28.95,153.24,74.07,4.16
acacoyagua,76,80,15.34,-92.68,68.94,0.47
maumere,8,94,-8.63,122.22,87.07,1.36
buckeye,1,10,33.37,-112.58,79.59,4.7
macomb,90,86,40.46,-90.67,34.52,14.99
panaba,0,63,21.28,-88.27,80.55,8.97
anloga,40,88,5.79,0.9,82.4,8.05
hualmay,32,100,-11.1,-77.61,60.97,4.16
port hawkesbury,90,84,45.62,-61.36,39.2,10.29
bo rai,20,83,12.57,102.54,82.4,3.36
sambava,24,100,-14.27,50.17,78.57,17.13
san policarpo,68,95,12.18,125.51,82.89,7.52
lazaro cardenas,40,7,28.39,-105.62,82.4,9.17
stokmarknes,88,100,68.56,14.91,36.72,4.16
miami,20,64,25.77,-80.19,72.95,8.05
jalu,48,32,29.03,21.55,72.27,7.52
port hardy,75,50,50.7,-127.42,51.8,5.82
padang,8,100,-0.92,100.36,80.91,4.05
bar harbor,75,65,44.39,-68.2,42.06,3.36
dvinskoy,0,90,62.16,45.12,28.08,2.93
jati,56,69,24.35,68.27,82.89,11.65
choma,0,82,-16.81,26.98,52.69,2.71
kalabo,64,55,-15.0,22.67,66.64,6.62
makurdi,20,92,7.73,8.54,76.59,8.41
dali,88,100,25.6,100.24,55.08,2.04
pahrump,1,7,36.21,-115.98,71.08,11.41
barra patuca,36,84,15.8,-84.28,82.3,9.75
nefteyugansk,40,63,61.09,72.61,26.6,11.18
macas,68,90,-2.3,-78.12,63.81,2.59
mian channun,92,71,30.44,72.35,69.57,8.52
tupik,12,28,54.43,119.94,38.74,8.63
barahona,64,100,18.21,-71.1,75.55,11.99
praia da vitoria,75,71,38.73,-27.07,53.6,20.15
kloulklubed,75,74,7.04,134.26,87.1,8.05
amahai,8,100,-3.31,129.0,83.7,2.37
whitehorse,90,69,60.72,-135.06,35.6,8.05
fort nelson,75,31,58.81,-122.69,48.2,3.36
mmabatho,20,87,-25.85,25.61,57.2,4.7
kayerkan,64,87,69.35,87.76,10.12,22.84
gamba,0,79,28.28,88.52,21.55,2.59
north bend,1,66,43.41,-124.22,53.6,14.99
dhidhdhoo,56,100,6.88,73.1,81.99,6.62
rafai,8,85,4.95,23.92,71.82,2.59
meulaboh,64,100,4.14,96.13,79.47,2.93
vila do maio,40,77,15.13,-23.22,68.0,16.11
korba,0,28,22.35,82.71,90.0,4.16
mount isa,0,40,-20.73,139.49,86.0,12.75
clacton-on-sea,0,76,51.79,1.16,52.99,5.82
raudeberg,92,76,61.99,5.14,51.8,13.87
tortoli,0,76,39.93,9.66,57.2,14.99
cascais,0,71,38.7,-9.42,54.14,5.82
nishihara,40,68,35.74,139.53,63.03,5.82
tshela,20,93,-4.99,12.94,71.73,3.6
vuktyl,88,85,63.86,57.31,29.02,6.4
gat,0,81,14.69,-16.54,65.92,11.99
garowe,68,97,8.41,48.48,67.99,2.59
danielskuil,0,85,-28.19,23.54,46.89,2.93
atasu,12,82,48.68,71.64,36.9,15.01
bilma,68,16,18.69,12.92,77.13,6.4
plettenberg bay,0,97,-34.05,23.37,59.58,12.33
praia,0,77,-20.25,-43.81,64.4,6.93
dongying,0,53,37.43,118.67,81.36,6.62
ippy,0,78,6.26,21.2,73.75,3.04
cabo rojo,40,94,18.09,-67.15,71.6,15.01
maningrida,12,71,-12.05,134.23,89.05,17.25
brownwood,1,19,31.71,-98.99,66.65,5.82
lima,8,89,-12.06,-77.04,56.65,2.15
bage,48,92,10.95,11.38,72.18,3.71
saint-joseph,0,76,43.56,6.97,57.33,4.7
